gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
IER3IP1,-1.249817041,4.314784561,-3.164043486,0.001994191,0.025869792,-1.635013288
RGS18,-1.214120974,2.406985868,-3.162716176,0.002002561,0.025912162,-1.638771599
AZIN2,-1.627461011,3.917865148,-3.162644867,0.002003011,0.025912162,-1.638973475
TMEM14C,-1.322839377,5.943712024,-3.162441079,0.0020043,0.025912162,-1.639550379
UBC,-0.861616724,13.1702175,-3.162123801,0.002006307,0.025912162,-1.640448499
FADS1,-1.640423736,3.212789105,-3.161857575,0.002007992,0.025912162,-1.641202049
RAMP2,-0.764997725,1.797630635,-3.160727726,0.002015161,0.025977407,-1.644399486
ZNF101,1.387364816,6.361714776,3.160312044,0.002017804,0.025984244,-1.64557561
RBBP6,0.967251859,7.59350775,3.159498845,0.002022984,0.026022515,-1.647876097
STK4,0.985147143,7.620180342,3.159181715,0.002025008,0.026022515,-1.648773102
FFAR4,-1.031050595,1.984831856,-3.158667454,0.002028293,0.026037528,-1.650227535
RAB42,-1.004477407,2.034126124,-3.156496879,0.002042215,0.026164609,-1.65636418
LIME1,-0.825570694,2.22040562,-3.1564607,0.002042448,0.026164609,-1.656466436
PELO,-1.76520956,5.448153381,-3.156042036,0.002045144,0.02617188,-1.657649664
MFF,-1.257356625,6.702370615,-3.155326463,0.002049759,0.026203674,-1.659671718
CD151,-1.313083667,4.174757221,-3.154440241,0.002055488,0.026249628,-1.662175456
FAM178A,-1.441294396,5.41073396,-3.153105937,0.002064142,0.0263328,-1.665944003
MKNK1,-1.466475809,5.54050732,-3.151106435,0.002077174,0.02647159,-1.671588811
CLPB,-1.396195314,3.180051962,-3.150474159,0.002081311,0.026496851,-1.673373171
TP53INP2,1.806151936,3.397244879,3.149903305,0.002085052,0.026517033,-1.674983936
DDX18,0.877396658,7.260864657,3.149006921,0.00209094,0.026549406,-1.677512748
GGA3,1.780585975,5.433970298,3.148858627,0.002091915,0.026549406,-1.677931047
CD70,-1.578471252,3.444560054,-3.148289002,0.002095666,0.026569593,-1.679537655
TAPBPL,-1.689425036,6.177268106,-3.14688879,0.002104914,0.026633289,-1.683485878
TIPRL,-1.146758925,5.742914223,-3.14660582,0.002106787,0.026633289,-1.684283596
NR3C2,1.640140727,4.109898622,3.14654537,0.002107187,0.026633289,-1.684454005
TMEM55B,1.124221049,6.445303628,3.145349916,0.00211512,0.026706108,-1.687823397
LSM4,-1.300740637,6.980302116,-3.144465213,0.002121009,0.026752992,-1.690316246
TCTN1,-1.603895039,3.312014138,-3.143542705,0.002127165,0.026803156,-1.692914997
MPST,-1.605534917,4.302649365,-3.142249744,0.002135822,0.026884688,-1.696556258
ENG,-1.974139533,4.10719979,-3.141193089,0.002142921,0.026946465,-1.699531103
CDKN2C,-1.852742498,4.690606402,-3.140521203,0.002147446,0.026975786,-1.701422254
SP140,-1.409578146,5.790847267,-3.139762784,0.002152565,0.027012495,-1.703556567
PMS1,1.469384935,5.457093384,3.137146899,0.002170307,0.027173994,-1.710914775
CSNK1D,1.21158781,7.336491147,3.136778271,0.002172819,0.027173994,-1.711951275
MOB3A,-1.669536685,7.000397336,-3.136005077,0.002178094,0.027173994,-1.714124992
SLC35E2,0.85043775,2.907317309,3.13586423,0.002179057,0.027173994,-1.714520915
RBM6,1.187647297,6.86277577,3.135563288,0.002181114,0.027173994,-1.715366816
DAP3,-1.386469565,6.933182266,-3.135175176,0.00218377,0.027173994,-1.716457635
KIAA1598,-1.190822036,2.405385943,-3.135074139,0.002184462,0.027173994,-1.716741591
SGCE,-1.117717534,2.125766855,-3.13497992,0.002185108,0.027173994,-1.717006377
MRPL52,-1.143508577,5.076705082,-3.134713603,0.002186933,0.027173994,-1.717754778
TTLL12,-1.693189611,5.141885636,-3.134314464,0.002189672,0.027173994,-1.718876336
CD300A,-2.042879443,4.919685897,-3.134304454,0.00218974,0.027173994,-1.718904461
CASP10,-1.537161738,4.142345783,-3.133772913,0.002193392,0.027191874,-1.720397871
ARL3,-1.333457356,3.885952358,-3.133374978,0.00219613,0.027198395,-1.721515764
SLC35E2B,1.443672737,6.295346963,3.130576737,0.002215471,0.027410321,-1.729373336
CSNK1A1,1.022232164,7.03723227,3.129721813,0.002221411,0.027456196,-1.731772825
SIGLEC7,-1.216335405,2.323692147,-3.127098055,0.002239735,0.027630707,-1.739133424
SBDS,1.130662397,8.415778439,3.126690697,0.002242592,0.027630707,-1.740275749
ZNF506,1.264356319,4.557917355,3.126591738,0.002243287,0.027630707,-1.740553234
RNF149,1.022349931,8.141685932,3.12614928,0.002246396,0.027630707,-1.741793811
APBB3,1.563226071,5.343999083,3.126096828,0.002246764,0.027630707,-1.741940869
DRAXIN,-1.273119779,2.189835372,-3.125128918,0.002253579,0.027686829,-1.744654179
RBM34,0.908438005,2.615283861,3.124610018,0.00225724,0.027704135,-1.746108503
SHMT2,-1.808222216,5.359011764,-3.1241047,0.002260811,0.027705168,-1.747524566
VAMP1,1.721980487,5.502083239,3.123726829,0.002263485,0.027705168,-1.748583359
ACTR1B,-1.420731468,4.87492629,-3.123404658,0.002265767,0.027705168,-1.749485995
MFSD6,-1.908915473,5.848542569,-3.123058478,0.002268221,0.027705168,-1.750455811
SENP3,0.608401314,2.246575308,3.123006645,0.002268589,0.027705168,-1.75060101
PITRM1,-1.456350558,5.894899746,-3.121129978,0.002281939,0.027840557,-1.755856813
ETFA,-1.259530355,6.647240617,-3.11438677,0.002330511,0.028404981,-1.774720034
RNF32,-0.895714233,2.070474272,-3.113258579,0.002338731,0.028476941,-1.777872659
HIST1H2BN,1.339550517,4.648393053,3.111890565,0.002348734,0.028550282,-1.781694163
LRRC27,1.33649678,2.874583271,3.111800027,0.002349397,0.028550282,-1.78194703
PPM1A,1.519679263,4.713006363,3.110822101,0.002356574,0.02860388,-1.784677905
DHRS3,-1.439912183,5.143639215,-3.110565632,0.002358459,0.02860388,-1.785393981
DLST,1.307883279,4.44034021,3.110245332,0.002360816,0.028604254,-1.786288206
IL10,-2.26067282,4.323289061,-3.109567527,0.002365811,0.028617552,-1.788180272
DEPDC5,1.777147864,4.6524212,3.109464917,0.002366568,0.028617552,-1.788466673
CTDSP1,-1.159084669,4.248197674,-3.108804157,0.002371448,0.028648391,-1.790310774
EREG,-1.575890912,2.461492394,-3.106844143,0.002385978,0.028795635,-1.795779005
SORT1,-1.646202524,2.70700393,-3.104658194,0.00240228,0.028963958,-1.801874157
COQ10B,1.319423092,6.837614548,3.104296878,0.002404984,0.028968166,-1.802881282
SLC47A1,-1.088515379,2.090894117,-3.103209809,0.002413138,0.02903794,-1.805910755
TRAT1,1.167941446,6.958875606,3.10282153,0.002416057,0.029044642,-1.806992606
WDR45B,1.254429502,7.045021248,3.100609426,0.002432748,0.029216729,-1.813153962
PCTP,-1.340938745,2.82619221,-3.100212583,0.002435753,0.029217763,-1.814258896
RCC1,-1.752046874,3.915758065,-3.099970884,0.002437585,0.029217763,-1.814931801
FAM169A,1.855849059,4.356348199,3.098237727,0.002450761,0.02934709,-1.819755742
SGCB,-1.768319493,4.095115948,-3.096980091,0.002460363,0.029433413,-1.82325473
VLDLR,-0.847130467,1.826311516,-3.096181867,0.002466476,0.029477862,-1.825474929
PMVK,-1.489874201,5.730038982,-3.095691326,0.002470239,0.029494177,-1.826839091
SC5D,1.893572506,4.916626005,3.094745199,0.002477513,0.029552332,-1.829469696
SIK1,1.10271603,2.440195667,3.091738293,0.002500762,0.029797281,-1.837825593
ZNF331,1.87491524,7.955787313,3.091056347,0.002506062,0.029797281,-1.839719707
HADHB,-1.37225824,6.703463512,-3.090851872,0.002507654,0.029797281,-1.840287569
TNKS2,1.687322048,6.137921385,3.09084078,0.00250774,0.029797281,-1.840318373
MAPK9,-1.687979198,5.502035603,-3.089749091,0.002516252,0.029869568,-1.84334964
DNAH6,0.944121308,2.372811887,3.089162876,0.002520835,0.029880054,-1.844977
ZDHHC2,-1.270102111,4.350486246,-3.089014554,0.002521995,0.029880054,-1.845388706
AK9,1.596207322,4.439296476,3.08848467,0.002526145,0.029900419,-1.846859405
BATF,-1.022944195,7.275237782,-3.087679892,0.002532461,0.029930552,-1.849092671
TNFSF8,1.315154954,7.249444597,3.087302532,0.002535427,0.029930552,-1.850139679
MYD88,-1.948061248,7.482769565,-3.086750595,0.002539771,0.029930552,-1.851670867
C5orf28,1.395072956,4.137270988,3.086736048,0.002539886,0.029930552,-1.851711219
NAPG,1.391843353,4.839520609,3.086612425,0.00254086,0.029930552,-1.852054144
AAAS,-1.76207255,5.77167686,-3.085102364,0.002552786,0.030042261,-1.856242034
B4GALT5,-1.189107397,2.674662741,-3.084194352,0.002559982,0.030071038,-1.858759417
ECM1,-0.820880813,1.862372281,-3.083967047,0.002561787,0.030071038,-1.859389503
SIGLEC9,-1.445887123,2.846965348,-3.083868784,0.002562567,0.030071038,-1.859661875
GAA,-1.854485563,5.745828122,-3.083331985,0.002566834,0.030092397,-1.861149678
NFKBIZ,1.32979135,9.477800081,3.081534511,0.00258117,0.030231648,-1.866130008
HAT1,1.439048852,6.145396686,3.08114383,0.002584296,0.030239459,-1.867212159
TRPV3,0.843490117,1.839125303,3.080130716,0.002592418,0.030305662,-1.870017858
SF3B3,2.157116932,6.941695186,3.07943342,0.002598022,0.030308996,-1.871948485
CPQ,-1.653716832,4.997113355,-3.079130382,0.002600461,0.030308996,-1.872787399
CXCL1,-1.478870198,2.258891358,-3.078931768,0.00260206,0.030308996,-1.873337198
VMP1,-1.025832976,7.212402002,-3.078869592,0.002602561,0.030308996,-1.873509305
ZNF276,1.048781473,6.286410525,3.077757578,0.002611536,0.030384739,-1.876586939
NFKB1,1.593099394,8.173871342,3.076432293,0.002622269,0.030480781,-1.880253606
SUCLA2,-1.632133631,4.868078001,-3.076120144,0.002624803,0.030481425,-1.881117035
DAPP1,1.806745689,4.9247275,3.072925238,0.00265087,0.030755089,-1.889950164
SLC3A1,0.84819023,1.934237344,3.071560148,0.00266208,0.03085604,-1.893721944
PLB1,1.546210769,3.79557639,3.07036317,0.002671946,0.03091746,-1.897028067
GZMH,-2.333060314,4.60078727,-3.070237072,0.002672987,0.03091746,-1.897376292
WDR61,-1.428820138,5.757867354,-3.069301008,0.002680729,0.03091746,-1.899960908
ACN9,-1.369338886,4.432181782,-3.069300481,0.002680733,0.03091746,-1.899962365
RPS10,0.726761893,1.932867962,3.069171106,0.002681805,0.03091746,-1.900319535
GPBAR1,-1.359864301,2.390277672,-3.069091667,0.002682463,0.03091746,-1.900538841
KIAA1211L,-1.025858376,2.405221646,-3.068357334,0.002688554,0.030958654,-1.902565865
AMN,1.088381523,2.73801451,3.066801216,0.002701505,0.031061476,-1.906859965
MCM6,1.5579863,6.08813374,3.06623473,0.002706234,0.031061476,-1.908422725
CTNNBL1,-1.581349014,6.602423754,-3.066185773,0.002706643,0.031061476,-1.908557769
ACER3,-1.350386604,3.478308718,-3.066072851,0.002707587,0.031061476,-1.908869252
NOC3L,-1.640404394,4.483117272,-3.064423093,0.002721409,0.031190944,-1.913418835
NMT1,-1.574601726,6.356040201,-3.063286008,0.002730973,0.031271423,-1.916553404
STAT5A,1.464788575,7.439363,3.061942669,0.002742313,0.031372058,-1.920255286
FXN,1.326267863,4.986432323,3.061426253,0.002746684,0.031392858,-1.921678023
RP11-762I7.5,0.75700191,2.02746778,3.060696143,0.002752874,0.031409577,-1.923689149
C2orf49,1.353970304,4.244334371,3.060401254,0.002755378,0.031409577,-1.924501322
IL2RA,-1.879362695,5.449079436,-3.060141518,0.002757585,0.031409577,-1.925216623
NUDT21,-1.529003236,5.685932897,-3.060050097,0.002758363,0.031409577,-1.925468381
ST7,-1.504145768,3.505118329,-3.057337919,0.002781515,0.03164391,-1.932934344
PROCR,-1.123745599,2.364669353,-3.056223039,0.002791084,0.031723425,-1.936001717
AMDHD2,-1.242170683,4.407216975,-3.054099805,0.002809392,0.03190203,-1.941840765
TRIQK,-1.010360611,2.101462748,-3.053230617,0.002816918,0.031956045,-1.94423011
FHAD1,-0.939881413,1.99994555,-3.052950813,0.002819345,0.031956045,-1.944999152
PCNA,-1.445056957,6.377596255,-3.051811514,0.002829247,0.03203875,-1.948129901
VTI1B,-1.041504695,4.260545787,-3.048175025,0.002861068,0.032369291,-1.958116236
RUVBL1,-1.610348525,5.708885189,-3.046409072,0.002876641,0.032486288,-1.962962178
SEMA6B,-1.189013159,1.972410299,-3.046190389,0.002878574,0.032486288,-1.963562099
PYHIN1,1.455314103,6.569243476,3.045488619,0.002884788,0.032486288,-1.965487046
TMEM97,-1.391130359,2.885011953,-3.045487286,0.0028848,0.032486288,-1.965490703
REXO1,1.17282225,3.555242253,3.045214299,0.00288722,0.032486288,-1.966239402
NR4A1,-1.956169576,8.486081827,-3.045209944,0.002887259,0.032486288,-1.966251344
CYFIP1,-2.145167987,4.074232485,-3.044722377,0.002891587,0.032505244,-1.967588412
MGST2,-1.429718299,3.291094247,-3.044404436,0.002894412,0.032507291,-1.968460214
KCNMA1,-1.157965168,2.236135667,-3.042988102,0.00290703,0.032619209,-1.972342891
STX3,-1.743057015,4.421861642,-3.041455774,0.002920738,0.032721791,-1.976541834
CSDE1,1.174504712,9.144958514,3.041371512,0.002921493,0.032721791,-1.976772681
VILL,1.652189857,5.299737136,3.040749829,0.002927073,0.03274814,-1.978475688
ABHD17B,1.824662562,4.836456809,3.040516318,0.002929172,0.03274814,-1.979115284
CCR1,-1.737253438,2.868344975,-3.038995518,0.002942872,0.032836622,-1.98327978
RSRC2,1.125863683,8.136619058,3.038659208,0.00294591,0.032836622,-1.98420048
FNBP4,1.345007419,7.415703078,3.03860176,0.002946429,0.032836622,-1.984357746
EFCAB2,-0.992055655,2.267729187,-3.038453843,0.002947766,0.032836622,-1.984762656
WIZ,1.141237127,2.59325204,3.037836219,0.002953356,0.032869113,-1.986453175
CD52,-0.867893012,8.508751671,-3.035897973,0.002970961,0.033022114,-1.991756529
MBIP,1.569232685,4.860251121,3.03569272,0.002972831,0.033022114,-1.992317965
TPD52,-1.432928399,4.848702001,-3.03543734,0.002975159,0.033022114,-1.993016472
FAM86C1,1.172030846,2.544074622,3.034428501,0.002984372,0.033094508,-1.99577533
HSPA5,1.024739669,11.31943676,3.032916045,0.002998235,0.033215366,-1.999909971
JKAMP,-1.569164751,5.594966307,-3.032349249,0.003003445,0.033215366,-2.001458987
RNASE6,-1.658471279,3.420486192,-3.032004444,0.003006618,0.033215366,-2.002401198
SLC20A1,1.183722675,7.608210794,3.031824001,0.003008281,0.033215366,-2.002894237
CDC14A,1.237264878,6.579703917,3.031770314,0.003008775,0.033215366,-2.003040926
ARMC7,-0.95984087,2.708284643,-3.02964375,0.00302843,0.033402365,-2.008849561
MAGOH,1.162368108,4.405310233,3.027037678,0.003052679,0.033639651,-2.015963257
SARS,1.139241197,8.213014732,3.026742901,0.003055433,0.033639857,-2.016767572
MOB4,-1.55310139,4.538169596,-3.025846638,0.003063821,0.033669802,-2.019212669
TRAV12-2,1.282433582,3.573071796,3.025771404,0.003064526,0.033669802,-2.019417886
ZZZ3,1.711433496,5.526700341,3.025575102,0.003066367,0.033669802,-2.019953324
CEP41,-1.7377044,4.19161842,-3.024950192,0.003072232,0.03368768,-2.02165765
GLCE,-1.524953502,3.520584381,-3.024818086,0.003073473,0.03368768,-2.022017904
HSP90AB1,-1.418662907,11.92780152,-3.024081463,0.003080403,0.033733571,-2.02402645
MINPP1,-1.614187366,3.580111863,-3.022425686,0.003096033,0.033847677,-2.028539733
MYO1G,-1.577922594,7.457314948,-3.022394554,0.003096328,0.033847677,-2.028624572
HGSNAT,-1.535226802,5.346055507,-3.021721567,0.003102702,0.033867774,-2.030458372
OXR1,1.468145183,5.460195381,3.021195559,0.003107692,0.033867774,-2.031891432
LYRM1,-1.497673591,5.07216909,-3.021193007,0.003107716,0.033867774,-2.031898386
IL2,1.243598097,2.772427894,3.020947421,0.003110049,0.033867774,-2.032567388
KCTD10,-1.703963802,5.176373449,-3.020748905,0.003111936,0.033867774,-2.033108136
CBR1,-1.211116704,4.794596383,-3.019084728,0.003127793,0.033970336,-2.037640075
SRRM1,1.098316165,8.187396754,3.018892922,0.003129626,0.033970336,-2.038162271
EIF4G2,0.741024625,10.2433988,3.018890763,0.003129646,0.033970336,-2.038168148
ARHGAP18,-1.589544082,4.739285519,-3.018172311,0.003136519,0.034014914,-2.0401239
TPST1,-1.659734537,3.133151406,-3.016558044,0.003152012,0.034152817,-2.044516776
CARD16,-1.214735279,5.660123643,-3.014561746,0.00317127,0.034331228,-2.049946512
UROD,-1.394453851,6.345968656,-3.014066578,0.003176063,0.034352881,-2.051292849
TMEM261,-1.046656454,4.291922368,-3.013230673,0.00318417,0.034410305,-2.053565209
GINS2,-1.372945856,3.202217699,-3.012280139,0.003193412,0.034472318,-2.056148531
CHI3L1,-0.869210633,1.802761987,-3.011856816,0.003197536,0.034472318,-2.0572988
RPL17,0.799701104,2.446819192,3.011776647,0.003198318,0.034472318,-2.057516622
OSR2,-0.908103912,1.880494271,-3.011226967,0.003203681,0.03449989,-2.059009992
LEPROT,-1.612212903,4.345037243,-3.010915071,0.003206728,0.03450249,-2.059857249
KIAA1683,1.535902091,3.115976626,3.010584862,0.003209957,0.034507041,-2.060754172
ITGB7,-1.325520931,6.777953917,-3.008808433,0.003227379,0.034664023,-2.06557792
ZRANB2,1.270854491,6.623600404,3.006584385,0.003249314,0.03486916,-2.07161374
VAMP8,-0.888665094,7.20686873,-3.005517004,0.003259889,0.034952153,-2.074509147
RAB11FIP5,-1.717766268,4.324928906,-3.005186649,0.003263169,0.03495684,-2.075405103
MAD2L2,-1.564086511,5.996934642,-3.003198759,0.003282968,0.035138334,-2.080794684
SRSF6,1.18925037,7.279927515,3.002699692,0.003287957,0.035161121,-2.082147282
6-Mar,1.181099157,7.396996074,3.002354598,0.00329141,0.035164755,-2.083082464
GOLGA8H,0.648558547,1.778321137,3.002094466,0.003294015,0.035164755,-2.083787342
FOCAD,-1.556303396,4.739398811,-3.000829986,0.003306706,0.035269622,-2.087212966
PDCD6IP,-1.557268458,6.886548209,-3.000170395,0.003313344,0.035294967,-2.088999388
TSEN15,-1.619915491,5.319083841,-2.99993924,0.003315673,0.035294967,-2.089625362
CTSZ,-1.363744893,2.837435363,-2.999738996,0.003317692,0.035294967,-2.090167597
PTGS2,-1.532058154,2.440671658,-2.997754663,0.003337761,0.035471299,-2.095539257
SNX6,-1.110291025,7.231774008,-2.997530377,0.003340036,0.035471299,-2.096146218
BLOC1S5,-1.394104091,4.519157051,-2.997165829,0.003343737,0.035479968,-2.09713267
THBS1,-2.240700927,3.565457405,-2.995098836,0.003364796,0.035655998,-2.102723951
PRPF38B,0.709040583,7.565636334,2.994968685,0.003366126,0.035655998,-2.103075904
ROGDI,-1.201037777,4.188155614,-2.993414414,0.003382047,0.035793812,-2.107277941
ZNF146,1.875333988,6.016816349,2.992877621,0.003387561,0.035821349,-2.108728754
TROVE2,-1.383843557,6.339775526,-2.992316051,0.003393339,0.035851622,-2.110246294
LLGL2,-1.565313374,6.045224754,-2.991596317,0.003400758,0.035880437,-2.112190893
ZFP36L2,0.916764615,10.9932657,2.991204987,0.003404798,0.035880437,-2.113248031
DCUN1D1,-1.47697143,4.697780515,-2.991202926,0.003404819,0.035880437,-2.113253599
TSPAN31,1.354633562,5.199071975,2.989724397,0.003420123,0.036010854,-2.117246637
RNMTL1,1.408944002,4.568701721,2.987492312,0.003443347,0.036224369,-2.123271613
FAM149B1,-1.260829517,3.108894899,-2.986385989,0.003454912,0.036314966,-2.126256446
MTMR9,1.500732403,4.024872985,2.984139868,0.003478502,0.036531696,-2.132313538
PTTG1IP,-1.434670487,7.179817887,-2.983655202,0.003483611,0.036554142,-2.133620023
ATF7IP,1.169250615,8.180640614,2.982408772,0.003496784,0.03666108,-2.136979122
TFDP2,0.93539442,3.225328379,2.981030705,0.003511401,0.036782969,-2.140691591
ZFAND5,1.272348867,8.640017807,2.980478364,0.003517275,0.036785887,-2.142179169
PTPN23,1.119601384,3.22856005,2.98044204,0.003517662,0.036785887,-2.142276991
RAB5A,1.193104135,6.370697141,2.979669323,0.003525896,0.036840669,-2.144357677
LLPH,1.201704397,4.282299195,2.979383168,0.00352895,0.036841276,-2.145128086
FLT4,1.816346936,4.130675667,2.978406565,0.00353939,0.036918933,-2.147756902
COQ5,-1.544176562,4.60294085,-2.978059309,0.00354311,0.036926408,-2.14869147
CDKN1A,-1.712707533,7.934801042,-2.975522575,0.003570389,0.037137998,-2.155515736
DYNC1LI1,-1.568331856,5.053321925,-2.975272327,0.00357309,0.037137998,-2.156188681
ACOT8,-1.345642379,4.665436072,-2.97525455,0.003573282,0.037137998,-2.156236482
GTF2H5,-1.145689025,4.296570639,-2.975050066,0.003575491,0.037137998,-2.156786324
PRKCA,1.215605061,3.874232019,2.9725764,0.003602313,0.037381327,-2.16343526
SF3B5,0.754309131,7.380009235,2.972329841,0.003604997,0.037381327,-2.164097724
HIST1H2AG,-1.479109675,4.167593009,-2.972048475,0.003608062,0.037381587,-2.164853655
ABCG1,-1.833162573,5.918134315,-2.971521896,0.003613804,0.037409563,-2.166268218
IFI30,-1.360532544,2.518059921,-2.970955818,0.003619986,0.037442043,-2.167788651
MAT2A,1.956947266,6.238829385,2.969715364,0.003633567,0.037550934,-2.171119531
TSPO,-0.960396874,7.750709128,-2.969317622,0.003637932,0.037564473,-2.172187302
GTF2IRD2,1.068825466,3.333308765,2.968880482,0.003642735,0.037582508,-2.173360698
FBXO25,-1.478669665,4.578479549,-2.966100562,0.003673413,0.037867249,-2.180819282
NDUFB2,-0.872025256,5.196652648,-2.963302546,0.00370453,0.038133729,-2.188320404
C10orf2,1.321411762,2.868245923,2.963218872,0.003705465,0.038133729,-2.188544629
RBM11,1.029897243,2.343804265,2.961293769,0.00372702,0.0382701,-2.193701958
CLDN4,-1.611966264,2.250389697,-2.961250484,0.003727506,0.0382701,-2.193817883
CSTF1,-1.442145388,5.616333452,-2.96120193,0.003728052,0.0382701,-2.193947922
ANKLE1,1.217321013,2.221587895,2.959651936,0.003745495,0.038412436,-2.198098148
LY86,-1.665800574,3.286492992,-2.959415386,0.003748164,0.038412436,-2.198731367
MKNK2,1.018392072,5.802310804,2.956089897,0.003785868,0.038751025,-2.207628761
NCF4,-1.477371422,5.237757879,-2.955946261,0.003787505,0.038751025,-2.20801287
TAF3,1.670654681,6.38271668,2.953344733,0.003817255,0.039022949,-2.214967057
HEXB,-1.565651115,7.239326334,-2.952906283,0.003822291,0.039041968,-2.216138572
PNRC2,1.265689268,7.394896547,2.95216388,0.00383083,0.039050476,-2.218121892
SF3B4,1.085350509,6.1486134,2.951823952,0.003834746,0.039050476,-2.219029863
ZNF12,1.584588399,5.022115151,2.951814358,0.003834857,0.039050476,-2.219055487
FYB,0.828768159,9.081196342,2.951730382,0.003835825,0.039050476,-2.219279778
CXXC1,1.190706387,7.094500101,2.951177268,0.003842206,0.039083089,-2.220756953
GALNT11,1.406051041,5.914985653,2.949166894,0.003865483,0.039263936,-2.226123976
EPHX2,1.462368103,5.452205788,2.948953111,0.003867966,0.039263936,-2.226694522
YIF1A,-1.389115413,5.619326801,-2.948815644,0.003869563,0.039263936,-2.227061376
IL10RB,-1.028597655,5.594264455,-2.947680732,0.003882774,0.039328305,-2.230089521
CRY2,1.894862123,5.81489099,2.947462646,0.003885317,0.039328305,-2.230671298
SPR,-1.195152601,2.265826007,-2.947446887,0.003885501,0.039328305,-2.230713337
SQRDL,-0.901120641,5.38177163,-2.94705563,0.003890068,0.039342149,-2.231756979
KLF4,-1.881014665,3.805324512,-2.946381706,0.003897945,0.039389427,-2.233554332
AK2,-1.425814653,6.955865496,-2.944477061,0.003920289,0.039582688,-2.238632113
CDC42EP1,-0.746669305,1.909383613,-2.943947249,0.003926525,0.03961313,-2.24004409
IGFBP4,-1.673598565,3.468595227,-2.942701451,0.003941225,0.039728838,-2.24336336
RCAN3,1.295384226,6.921284847,2.941619781,0.003954029,0.039822775,-2.246244358
TRPC4AP,1.542808319,7.508990458,2.941367576,0.00395702,0.039822775,-2.246915969
SLC9A3R2,-0.862009996,2.233817968,-2.940964421,0.003961805,0.039838333,-2.24798945
TIMP4,-0.820578454,1.810072962,-2.940459548,0.003967806,0.039866073,-2.249333598
TBC1D31,-1.583102346,4.043621684,-2.939956822,0.003973789,0.039893594,-2.250671836
LRRC63,-0.997370498,2.397853197,-2.938739567,0.00398831,0.040006718,-2.253911312
SLC6A6,-1.530402941,5.184124674,-2.938206033,0.00399469,0.04003806,-2.255330842
PLXDC1,-1.631849717,4.902766655,-2.937891794,0.003998452,0.040043132,-2.256166812
FABP3,-1.047872387,2.106393452,-2.93740155,0.004004328,0.040069347,-2.25747085
TOP1,1.099315887,5.426418773,2.936688853,0.004012884,0.040122319,-2.259366277
ENO1,-0.736192834,10.02336272,-2.934548948,0.004038676,0.040347392,-2.265055023
SIRPB1,-1.544760188,2.821888084,-2.93393012,0.004046163,0.040388505,-2.26669946
FCN3,-0.995674647,1.903660529,-2.933666226,0.00404936,0.040388505,-2.267400628
NDNL2,0.775762705,7.929145722,2.930683697,0.00408565,0.04071744,-2.275321458
KIAA0319L,-1.793084216,5.904284774,-2.929966715,0.004094418,0.040771785,-2.277224551
DCLRE1B,-1.80836702,4.136630058,-2.929184971,0.004103998,0.040820361,-2.27929909
IKBKE,1.309656438,6.814425518,2.929027155,0.004105935,0.040820361,-2.279717832
RPL21,0.703269172,9.901668253,2.928393528,0.004113718,0.040864707,-2.281398883
TBC1D15,1.572112948,6.529143537,2.927693168,0.004122337,0.040890959,-2.283256616
SPARCL1,-1.658356129,2.195551843,-2.927638478,0.004123011,0.040890959,-2.28340167
B3GNT9,-1.621741162,2.84840324,-2.927285178,0.004127366,0.040901164,-2.284338653
ERH,0.799709662,3.307559934,2.924569425,0.004160982,0.041182101,-2.291537849
PHPT1,-0.894146792,5.57723151,-2.924454303,0.004162413,0.041182101,-2.291842898
FAM134C,1.926213395,6.757989326,2.923022045,0.004180248,0.041325317,-2.295637243
NAA50,-1.445583557,6.372144302,-2.921075494,0.004204601,0.041525617,-2.300791505
CTF1,-0.640649515,1.949778772,-2.920495938,0.004211877,0.041525617,-2.30232554
PLEKHG2,1.55541691,4.560144135,2.920240126,0.004215092,0.041525617,-2.303002568
UBLCP1,-1.330863539,5.506393897,-2.920150752,0.004216216,0.041525617,-2.303239092
CCR2,-1.66816918,3.101819961,-2.920057186,0.004217393,0.041525617,-2.303486705
GEMIN6,1.298569257,3.302375887,2.918582941,0.004235975,0.041675217,-2.307387227
RNF115,-1.530663757,5.424813767,-2.91751195,0.004249522,0.041775074,-2.310219773
NLRP6,1.732781843,5.249225499,2.917059411,0.004255258,0.041777494,-2.311416377
SMOX,-1.273085928,2.582887237,-2.916803413,0.004258506,0.041777494,-2.312093215
CD27,1.189425132,6.697538993,2.916688901,0.004259959,0.041777494,-2.312395959
C1orf61,0.64536772,1.900171064,2.91565762,0.004273071,0.041872687,-2.31512198
SPRYD3,-1.697318494,6.003188745,-2.915351775,0.004276966,0.041877492,-2.315930272
CCRL2,-1.616912828,3.394418458,-2.914968286,0.004281855,0.04189201,-2.316943659
TANGO2,-0.988491572,4.77366052,-2.914260481,0.004290893,0.04192387,-2.318813767
FOLR2,-1.843644123,2.847403832,-2.91417934,0.00429193,0.04192387,-2.319028126
CLEC7A,-1.335621049,2.816996667,-2.912752485,0.004310205,0.042018116,-2.322796781
RFXAP,-1.242736869,3.588341439,-2.912549488,0.004312811,0.042018116,-2.323332814
UVSSA,-1.559867746,4.176809311,-2.912427624,0.004314376,0.042018116,-2.323654593
EPHX1,-1.049188117,2.862313402,-2.912360013,0.004315245,0.042018116,-2.323833114
